Dzielnica   Nazwa szkoły                                                                   Symbol oddziału     Nazwa krótka oddziału                                              Najmniejsza liczba punktów kandydatów zakwalifikowanych
Targówek      CII Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Księdza Józefa Woźniaka   1Ci                 1Ci [I-i] geogr-ang-pol (ang-niem)                               n.d.
Targówek      CII Liceum Ogólnokształcące z Oddziałami Integracyjnymi im. Księdza Józefa Woźniaka   1Co                 1Co [I-o] geogr-ang-pol (ang-niem)                               109.35
Targówek      CLXII Liceum Ogólnokształcące im. Szarych Szeregów                                    1AN-integracja      1AN-integracja [I-i] hist-ang-pol (ang-niem)                     n.d.
Targówek      CLXII Liceum Ogólnokształcące im. Szarych Szeregów                                    1A-ogólnodostępny   1A-ogólnodostępny [I-o] hist-ang-pol (ang-niem,ros)              108.70
Targówek      CLXII Liceum Ogólnokształcące im. Szarych Szeregów                                    1BH                 1BH [O] biol-chem-ang (ang-hisz)                                 113.60
Targówek      CLXII Liceum Ogólnokształcące im. Szarych Szeregów                                    1BN                 1BN [O] biol-chem-ang (ang-niem)                                 103.25
Targówek      CLXII Liceum Ogólnokształcące im. Szarych Szeregów                                    1CH                 1CH [O] geogr-ang-hiszp (ang-hisz,niem)                          119.35
Targówek      CLXII Liceum Ogólnokształcące im. Szarych Szeregów                                    1CN                 1CN [O] geogr-ang-niem (ang-hisz,niem)                           98.80
Targówek      CLXII Liceum Ogólnokształcące im. Szarych Szeregów                                    1SH                 1SH [S] biol-geogr-ang (ang-hisz)                                39.00
Targówek      CLXII Liceum Ogólnokształcące im. Szarych Szeregów                                    1SN                 1SN [S] biol-geogr-ang (ang-niem)                                38.00
Targówek      CXXXVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Roberta Schumana       1A                  1A [D] geogr-mat (ang-fra,niem)                                  174.83
Targówek      CXXXVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Roberta Schumana       1B                  1B [D] biol-chem (ang-hisz,niem)                                 174.25
Targówek      CXXXVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Roberta Schumana       1C                  1C [D] hist-pol (ang-fra,hisz)                                   151.87
Targówek      CXXXVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Roberta Schumana       1D                  1D [O] fiz-ang-mat (ang,niem-hisz)                               157.70
Targówek      CXXXVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Roberta Schumana       1E/1                1E/1 [O] geogr-niem-pol (niem-ang)                               125.00
Targówek      CXXXVII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Roberta Schumana       1E/2                1E/2 [O] geogr-ang-pol (ang-niem)                                145.55
Targówek      Technikum nr 11 im. Piotra Wysockiego                                                 1AC                 1AC [O] Technik organizacji turystyki (ang-niem,ros)             85.75
Targówek      Technikum nr 11 im. Piotra Wysockiego                                                 1B(i)               1B(i) [I-i] Technik hotelarstwa (ang-niem,ros)                   n.d.
Targówek      Technikum nr 11 im. Piotra Wysockiego                                                 1B(o)               1B(o) [I-o] Technik hotelarstwa (ang-ros,niem)                   89.65
Targówek      Technikum nr 11 im. Piotra Wysockiego                                                 1CA                 1CA [O] Technik eksploatacji portów i terminali (ang-niem,ros)   100.25
Targówek      Technikum nr 11 im. Piotra Wysockiego                                                 1E                  1E [O] Technik grafiki i poligrafii cyfrowej (ang-niem,fra)      94.20
Targówek      Technikum nr 11 im. Piotra Wysockiego                                                 1F                  1F [O] Technik lotniskowych służb operacyjnych (ang-niem,ros)    115.85
Targówek      Technikum nr 11 im. Piotra Wysockiego                                                 1G(i)               1G(i) [I-i] Technik ekonomista (ang-niem,fra)                    n.d.
Targówek      Technikum nr 11 im. Piotra Wysockiego                                                 1G(o)               1G(o) [I-o] Technik ekonomista (ang-niem,fra)                    108.40
Targówek      Technikum nr 11 im. Piotra Wysockiego                                                 1L                  1L [O] Technik logistyk (ang-niem,fra)                           92.45
Targówek      Technikum nr 30                                                                       1TD                 1TD [O] Technik technologii drewna (ang-niem)                    59.75
Targówek      Technikum nr 30                                                                       1TF                 1TF [O] Technik usług fryzjerskich (ang-hisz)                    60.70
Targówek      Technikum nr 30                                                                       1TW                 1TW [O] Technik aranżacji wnętrz (ang-hisz)                      78.00
Targówek      XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa-Kuli   1A                  1A [O] hist-ang-pol (ang-hisz,niem)                              152.10
Targówek      XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa-Kuli   1B                  1B [O] fiz-ang-mat (ang-niem,hisz)                               158.85
Targówek      XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa-Kuli   1C                  1C [O] biol-chem-ang (ang-fra,hisz)                              163.75
Targówek      XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa-Kuli   1D                  1D [O] inf-ang-mat (ang-fra,niem)                                162.15
Targówek      XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa-Kuli   1E                  1E [O] geogr-ang-mat (ang-fra,hisz)                              160.95
Targówek      XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa-Kuli   1F                  1F [O] geogr-ang-wos (ang-hisz,niem)                             157.95
Targówek      XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa-Kuli   1G                  1G [O] hist-ang-pol (ang-hisz,fra)                               143.25
Targówek      XIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. płk. Leopolda Lisa-Kuli   1H                  1H [O] hist-ang-wos (ang-fra,niem)                               141.85
Targówek      XLVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Czarnieckiego     0AH                 0AH [DW] geogr-ang (ang-hisz)                                    160.85
Targówek      XLVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Czarnieckiego     0AN                 0AN [DW] geogr-ang (ang-niem)                                    81.40
Targówek      XLVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Czarnieckiego     1AH                 1AH [D] geogr-ang (ang-hisz)                                     195.40
Targówek      XLVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Czarnieckiego     1AN                 1AN [D] geogr-ang (ang-niem)                                     200.90
Targówek      XLVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Czarnieckiego     1B                  1B [O] biol-obcy-pol (ang-fra*,hisz*,niem*,ros*,wlo*)            129.75
Targówek      XLVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Czarnieckiego     1BM                 1BM [O] biol-chem-obcy (ang-fra*,hisz*,niem*,ros*,wlo*)          146.50
Targówek      XLVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Czarnieckiego     1C                  1C [O] hist-obcy-pol (ang-fra*,hisz*,niem*,ros*,wlo*)            127.30
Targówek      XLVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Czarnieckiego     1D                  1D [O] geogr-ang-mat (ang-fra*,hisz*,niem*,ros*,wlo*)            141.45
Targówek      XLVI Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Stefana Czarnieckiego     1F                  1F [O] hist-obcy-pol (ang-fra*,hisz*,niem*,ros*,wlo*)            117.25
Ursus         Branżowa Szkoła I stopnia nr 37 im. Jana Karskiego                                    1A+1B               1A+1B [O] wielozawodowa (ang)                                    19.35
Ursus         LVI Liceum Ogólnokształcące im. Rotmistrza Witolda Pileckiego                         1AF                 1AF [O] ang-mat (ang-hisz,niem)                                  133.85
Ursus         LVI Liceum Ogólnokształcące im. Rotmistrza Witolda Pileckiego                         1AI                 1AI [O] ang-mat (ang-hisz,niem)                                  125.80
Ursus         LVI Liceum Ogólnokształcące im. Rotmistrza Witolda Pileckiego                         1B                  1B [O] biol-chem-ang (ang-hisz,niem)                             139.10
Ursus         LVI Liceum Ogólnokształcące im. Rotmistrza Witolda Pileckiego                         1C                  1C [O] geogr-ang-mat (ang-hisz,niem)                             138.15
Ursus         LVI Liceum Ogólnokształcące im. Rotmistrza Witolda Pileckiego                         1DH                 1DH [O] ang-pol (ang-hisz,niem)                                  128.30
Ursus         LVI Liceum Ogólnokształcące im. Rotmistrza Witolda Pileckiego                         1DW                 1DW [O] ang-pol (ang-hisz,niem)                                  140.25
Ursus         LVI Liceum Ogólnokształcące im. Rotmistrza Witolda Pileckiego                         1E                  1E [O] biz-ang-hiszp (ang-hisz)                                  136.35
Ursus         Technikum nr 8 im. Jana Karskiego                                                     1AI+1BI             1AI+1BI [O] Technik informatyk (ang,niem-niem)                   87.80
Ursus         Technikum nr 8 im. Jana Karskiego                                                     1AL+1BL             1AL+1BL [O] Technik logistyk (ang,ros-ros)                       61.05
Ursus     Technikum nr 8 im. Jana Karskiego                                                              1AO+1BO       1AO+1BO [O] Technik organizacji turystyki (ang-niem*)   67.75
Ursynów   CLVIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Księżnej Izabeli Czartoryskiej   0_H           0_H [DW] geogr-ang-wos (hisz-ang)                       213.40
Ursynów   CLVIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Księżnej Izabeli Czartoryskiej   1A_f          1A_f [D] hist-h.szt.-pol (ang-fra)                      143.48
Ursynów   CLVIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Księżnej Izabeli Czartoryskiej   1A_h          1A_h [D] hist-h.szt.-pol (ang-hisz)                     161.92
Ursynów   CLVIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Księżnej Izabeli Czartoryskiej   1B            1B [D] geogr-ang-wos (hisz-ang)                         167.36
Ursynów   CLVIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Księżnej Izabeli Czartoryskiej   1D_h          1D_h [O] geogr-ang-mat (ang-hisz)                       166.60
Ursynów   CLVIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Księżnej Izabeli Czartoryskiej   1D_n          1D_n [O] geogr-ang-mat (ang-niem)                       163.35
Ursynów   CLVIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Księżnej Izabeli Czartoryskiej   1E_h          1E_h [O] biol-chem-ang (ang-hisz)                       165.40
Ursynów   CLVIII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Księżnej Izabeli Czartoryskiej   1E_n          1E_n [O] biol-chem-ang (ang-niem)                       161.85
Ursynów   CLXVI Liceum Ogólnokształcące z Oddziałami Sportowymi                                          1LA/1         1LA/1 [O] geogr-ang-pol (ang-niem)                      121.05
Ursynów   CLXVI Liceum Ogólnokształcące z Oddziałami Sportowymi                                          1LA/2         1LA/2 [O] geogr-ang-pol (ang-hisz)                      129.80
Ursynów   CLXVI Liceum Ogólnokształcące z Oddziałami Sportowymi                                          1LBs/p.noż.   1LBs/p.noż. [S] biol-ang (ang-hisz,niem)                61.00
Ursynów   CLXVI Liceum Ogólnokształcące z Oddziałami Sportowymi                                          1LBs/pływ.    1LBs/pływ. [S] biol-ang (ang-hisz,niem)                 510.00
Ursynów   LXIII Liceum Ogólnokształcące im. Lajosa Kossutha                                              1A            1A [O] ang-hiszp-pol (hisz-ang)                         128.85
Ursynów   LXIII Liceum Ogólnokształcące im. Lajosa Kossutha                                              1Bh           1Bh [O] biol-chem-ang (ang-hisz*)                       155.50
Ursynów   LXIII Liceum Ogólnokształcące im. Lajosa Kossutha                                              1Bn           1Bn [O] biol-chem-ang (ang-niem*)                       149.10
Ursynów   LXIII Liceum Ogólnokształcące im. Lajosa Kossutha                                              1Ch           1Ch [O] hist-ang-wos (ang-hisz*)                        147.50
Ursynów   LXIII Liceum Ogólnokształcące im. Lajosa Kossutha                                              1Cn           1Cn [O] hist-ang-wos (ang-niem*)                        143.65
Ursynów   LXIII Liceum Ogólnokształcące im. Lajosa Kossutha                                              1Df           1Df [O] fiz-ang-mat (ang-hisz*,niem*)                   150.45
Ursynów   LXIII Liceum Ogólnokształcące im. Lajosa Kossutha                                              1Di           1Di [O] inf-ang-mat (ang-hisz*,niem*)                   148.55
Ursynów   LXIII Liceum Ogólnokształcące im. Lajosa Kossutha                                              1Ei           1Ei [I-i] geogr-ang-mat (ang-hisz*,niem*)               n.d.
Ursynów   LXIII Liceum Ogólnokształcące im. Lajosa Kossutha                                              1Eo           1Eo [I-o] geogr-ang-mat (ang-hisz*,niem*)               153.45
Ursynów   LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego                                         1A1           1A1 [O] hist-pol-wos (ang-wlo)                          161.85
Ursynów   LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego                                         1A2           1A2 [O] hist-pol-wos (ang-fra)                          159.00
Ursynów   LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego                                         1B1           1B1 [O] fiz-ang-mat (ang-niem)                          169.75
Ursynów   LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego                                         1B2           1B2 [O] fiz-inf-mat (ang-niem)                          167.65
Ursynów   LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego                                         1C1           1C1 [O] geogr-ang-mat (ang-niem)                        169.15
Ursynów   LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego                                         1C2           1C2 [O] geogr-ang-mat (ang-fra)                         169.25
Ursynów   LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego                                         1D1           1D1 [O] geogr-niem-mat (ang-niem)                       164.20
Ursynów   LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego                                         1D2           1D2 [O] geogr-hiszp-mat (ang-hisz)                      167.95
Ursynów   LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego                                         1E1           1E1 [O] biol-chem-mat (ang-niem)                        167.95
Ursynów   LXX Liceum Ogólnokształcące im. Aleksandra Kamińskiego                                         1E2           1E2 [O] biol-chem-mat (ang-hisz)                        173.05
Wawer     XXV Liceum Ogólnokształcące im. Józefa Wybickiego                                              1a            1a [O] geogr-ang-mat (ang-hisz,niem,ros)                161.85
Wawer     XXV Liceum Ogólnokształcące im. Józefa Wybickiego                                              1b            1b [O] biol-chem-ang (ang-hisz,niem,ros)                157.20
Wawer     XXV Liceum Ogólnokształcące im. Józefa Wybickiego                                              1c_his        1c_his [O] hist-ang-pol (ang-hisz,niem,ros)             153.60
Wawer     XXV Liceum Ogólnokształcące im. Józefa Wybickiego                                              1c_hisz       1c_hisz [O] ang-hiszp-pol (ang-hisz)                    153.10
Wawer     XXV Liceum Ogólnokształcące im. Józefa Wybickiego                                              1d            1d [O] geogr-ang-wos (ang-hisz,niem,ros)                147.35
Wawer     XXVI Liceum Ogólnokształcące im. Juliana Tuwima                                                1A            1A [O] geogr-ang-wos (ang-hisz,niem)                    124.95
Wawer     XXVI Liceum Ogólnokształcące im. Juliana Tuwima                                                1B(i)         1B(i) [I-i] hist-ang-pol (ang-hisz,niem)                n.d.
Wawer     XXVI Liceum Ogólnokształcące im. Juliana Tuwima                                                1B(o)         1B(o) [I-o] hist-ang-pol (ang-hisz,niem)                121.15
Wawer     XXVI Liceum Ogólnokształcące im. Juliana Tuwima                                                1C(i)         1C(i) [I-i] ang-pol-wos (ang-hisz,niem)                 n.d.
Wawer     XXVI Liceum Ogólnokształcące im. Juliana Tuwima                                                1C(o)         1C(o) [I-o] ang-pol-wos (ang-hisz,niem)                 121.95
Wawer     XXVI Liceum Ogólnokształcące im. Juliana Tuwima                                                1D            1D [O] biol-ang (ang-hisz,niem)                         118.20
Wesoła    CLXIII Liceum Ogólnokształcące im. Czesława Niemena w Warszawie                                1A/mat        1A/mat [O] hist-ang-mat (ang-hisz*,niem*)               154.00
Wesoła    CLXIII Liceum Ogólnokształcące im. Czesława Niemena w Warszawie                                1A/wos        1A/wos [O] hist-ang-wos (ang-hisz*,niem*)               156.20
Wesoła    CLXIII Liceum Ogólnokształcące im. Czesława Niemena w Warszawie                                1B/ang        1B/ang [O] geogr-ang-mat (ang-hisz*,niem*)              161.00
Wesoła    CLXIII Liceum Ogólnokształcące im. Czesława Niemena w Warszawie                                1B/wos        1B/wos [O] geogr-mat-wos (ang-hisz*,niem*)              159.20
Wesoła    CLXIII Liceum Ogólnokształcące im. Czesława Niemena w Warszawie                                1C/ang        1C/ang [O] biol-chem-ang (ang-hisz*,niem*)              165.30
Wesoła    CLXIII Liceum Ogólnokształcące im. Czesława Niemena w Warszawie                                1C/mat        1C/mat [O] biol-chem-mat (ang-hisz*,niem*)              166.35
Wesoła    CLXIII Liceum Ogólnokształcące im. Czesława Niemena w Warszawie                                1D/ang        1D/ang [O] fiz-ang-mat (ang-hisz*,niem*)                164.85
Wesoła    CLXIII Liceum Ogólnokształcące im. Czesława Niemena w Warszawie                                1D/inf        1D/inf [O] fiz-inf-mat (ang-hisz*,niem*)                159.90
Wilanów   XXXVIII Liceum Ogólnokształcące im. Stanisława Kostki Potockiego                               1AN           1AN [O] mat-wos (ang-niem)                              130.15
Wilanów   XXXVIII Liceum Ogólnokształcące im. Stanisława Kostki Potockiego                               1AW           1AW [O] mat-wos (ang-wlo)                               129.25
Wilanów   XXXVIII Liceum Ogólnokształcące im. Stanisława Kostki Potockiego                               1BF           1BF [O] biol-mat (ang-fra)                              132.25
Wilanów   XXXVIII Liceum Ogólnokształcące im. Stanisława Kostki Potockiego                               1BH           1BH [O] biol-mat (ang-hisz)                             147.95
Wilanów   XXXVIII Liceum Ogólnokształcące im. Stanisława Kostki Potockiego                               1CH           1CH [O] geogr-mat (ang-hisz)                            152.90
Wilanów   XXXVIII Liceum Ogólnokształcące im. Stanisława Kostki Potockiego                               1CW           1CW [O] geogr-mat (ang-wlo)                             133.60
Wilanów   XXXVIII Liceum Ogólnokształcące im. Stanisława Kostki Potockiego                               1DF           1DF [O] geogr-mat (ang-fra)                             128.95
Wilanów   XXXVIII Liceum Ogólnokształcące im. Stanisława Kostki Potockiego                               1DN           1DN [O] geogr-mat (ang-niem)                            135.05
Włochy    CLIX Liceum Ogólnokształcące im. Króla Jana III Sobieskiego                                    1Ah           1Ah [O] fiz-inf-mat (ang-hisz)                          165.85
Włochy    CLIX Liceum Ogólnokształcące im. Króla Jana III Sobieskiego                                    1An           1An [O] fiz-inf-mat (ang-niem)                          158.50
Włochy    CLIX Liceum Ogólnokształcące im. Króla Jana III Sobieskiego                                    1Bh           1Bh [O] geogr-ang-mat (ang-hisz)                        164.05
Włochy    CLIX Liceum Ogólnokształcące im. Króla Jana III Sobieskiego                                    1Bn           1Bn [O] geogr-ang-mat (ang-niem)                        159.85
Włochy    CLIX Liceum Ogólnokształcące im. Króla Jana III Sobieskiego                                    1Ch           1Ch [D] biol-chem-ang (ang-hisz)                        170.42
Włochy    CLIX Liceum Ogólnokształcące im. Króla Jana III Sobieskiego                                    1Cn           1Cn [D] biol-chem-ang (ang-niem)                        160.59
Włochy    CLIX Liceum Ogólnokształcące im. Króla Jana III Sobieskiego                                    1Dn           1Dn [O] hist-pol-wos (ang-niem)                         155.30
Włochy    CLIX Liceum Ogólnokształcące im. Króla Jana III Sobieskiego                                    1Dr           1Dr [O] hist-pol-wos (ang-ros)                          147.85
Włochy    CLIX Liceum Ogólnokształcące im. Króla Jana III Sobieskiego                                    1Eh           1Eh [O] biz-geogr-ang (ang-hisz)                        162.55
Włochy    CLIX Liceum Ogólnokształcące im. Króla Jana III Sobieskiego                                    1En           1En [O] biz-geogr-ang (ang-niem)                        160.05
Włochy    LXXXIV Liceum Ogólnokształcące im. Bohaterów Narwiku                                           1ah           1ah [O] geogr-ang-hiszp (ang-hisz)                      156.60
Włochy    LXXXIV Liceum Ogólnokształcące im. Bohaterów Narwiku                                           1an           1an [O] geogr-ang-niem (ang-niem)                       147.45
Włochy    Technikum nr 9 Lotnicze im. Bohaterów Narwiku                                                  1Ta           1Ta [O] Technik awionik (ang,hisz-niem)                 157.95
Włochy    Technikum nr 9 Lotnicze im. Bohaterów Narwiku                                                  1TC           1TC [O] Technik mechanik lotniczy (ang-hisz)            148.70
Włochy    Technikum nr 9 Lotnicze im. Bohaterów Narwiku                                                  1TD           1TD [O] Technik mechanik lotniczy (ang-niem)            144.95
Włochy    Technikum nr 9 Lotnicze im. Bohaterów Narwiku                                                  1Ti           1Ti [O] Technik informatyk (ang,hisz-niem)              143.70
Wola   Branżowa Szkoła Fototechniczna I stopnia                      1BF          1BF [O] Fotograf (ang)                                                  31.85
Wola   Branżowa Szkoła I stopnia nr 39                               1Wia         1Wia [I-o] wielozawodowa (ang)                                          44.15
Wola   Branżowa Szkoła I stopnia nr 39                               1Wiai        1Wiai [I-i] wielozawodowa (ang)                                         n.d.
Wola   Branżowa Szkoła I stopnia nr 39                               1Wib         1Wib [I-o] wielozawodowa (ang)                                          70.35
Wola   Branżowa Szkoła I stopnia nr 39                               1Wibi        1Wibi [I-i] wielozawodowa (ang)                                         n.d.
Wola   Branżowa Szkoła I stopnia nr 6 im. Michała Konarskiego        1A           1A [O] Kucharz (ang)                                                    22.15
Wola   Branżowa Szkoła I stopnia nr 6 im. Michała Konarskiego        1B           1B [O] Cukiernik (ang)                                                  25.90
Wola   Branżowa Szkoła I stopnia nr 66                               1fz          1fz [O] Fryzjer (ang)                                                   42.25
Wola   Branżowa Szkoła I stopnia nr 66                               1mz          1mz [O] Monter zabudowy i robót wykończeniowych w budownictwie (ang)    55.25
Wola   Branżowa Szkoła Samochodowa I stopnia nr 1                    1a           1a [O] Mechanik pojazdów samochodowych (ang)                            25.05
Wola   CLXI Liceum Ogólnokształcące im. Władysława Bartoszewskiego   1_AL_hiszp   1_AL_hiszp [O] geogr-ang-mat (ang-hisz)                                 148.45
Wola   CLXI Liceum Ogólnokształcące im. Władysława Bartoszewskiego   1_AL_niem    1_AL_niem [O] geogr-ang-mat (ang-niem)                                  139.25
Wola   CLXI Liceum Ogólnokształcące im. Władysława Bartoszewskiego   1_BL_hiszp   1_BL_hiszp [O] biol-chem-ang (ang-hisz)                                 152.30
Wola   CLXI Liceum Ogólnokształcące im. Władysława Bartoszewskiego   1_BL_niem    1_BL_niem [O] biol-chem-ang (ang-niem)                                  144.90
Wola   CLXI Liceum Ogólnokształcące im. Władysława Bartoszewskiego   1_CL_hiszp   1_CL_hiszp [O] geogr-pol-wos (ang-hisz)                                 126.65
Wola   CLXI Liceum Ogólnokształcące im. Władysława Bartoszewskiego   1_CL_niem    1_CL_niem [O] geogr-pol-wos (ang-niem)                                  120.40
Wola   CXIX Liceum Ogólnokształcące im. Jacka Kuronia                1A           1A [O] hist-ang-wos (ang-fra)                                           139.55
Wola   CXIX Liceum Ogólnokształcące im. Jacka Kuronia                1A/1         1A/1 [O] hist-ang-wos (ang-niem)                                        148.75
Wola   CXIX Liceum Ogólnokształcące im. Jacka Kuronia                1B           1B [O] biol-chem (ang-fra)                                              153.30
Wola   CXIX Liceum Ogólnokształcące im. Jacka Kuronia                1B/1         1B/1 [O] biol-chem (ang-niem)                                           151.90
Wola   CXIX Liceum Ogólnokształcące im. Jacka Kuronia                1C           1C [O] geogr-ang-mat (ang-fra)                                          152.50
Wola   CXIX Liceum Ogólnokształcące im. Jacka Kuronia                1C/1         1C/1 [O] geogr-ang-mat (ang-niem)                                       153.60
Wola   CXIX Liceum Ogólnokształcące im. Jacka Kuronia                1D           1D [O] hist-ang-pol (ang-fra)                                           136.70
Wola   CXIX Liceum Ogólnokształcące im. Jacka Kuronia                1D/1         1D/1 [O] hist-ang-pol (ang-niem)                                        136.55
Wola   CXXV Liceum Ogólnokształcące im. Waldemara Milewicza          1La          1La [O] geogr-ang-hiszp (ang-hisz)                                      123.10
Wola   CXXV Liceum Ogólnokształcące im. Waldemara Milewicza          1Lb          1Lb [O] ang-pol-wos (ang-hisz,ros,niem)                                 118.75
Wola   CXXV Liceum Ogólnokształcące im. Waldemara Milewicza          1Lc          1Lc [O] biol-ang (ang-hisz,niem)                                        115.35
Wola   CXXV Liceum Ogólnokształcące im. Waldemara Milewicza          1Ld          1Ld [PW] hist-ang (ang-niem,ros,hisz)                                   52.25
Wola   III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego       1A           1A [O] hist-hiszp-pol (hisz*-ang)                                       146.90
Wola   III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego       1B           1B [O] ang-pol-wos (ang-fra*)                                           149.35
Wola   III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego       1C           1C [O] geogr-ang-mat (ang-hisz*)                                        158.10
Wola   III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego       1D           1D [O] inf-ang-mat (ang-ros*)                                           157.55
Wola   III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego       1F           1F [O] biol-chem-ang (ang-niem*)                                        163.80
Wola   III Liceum Ogólnokształcące im. gen. Józefa Sowińskiego       1H           1H [O] geogr-ang-hiszp (ang-hisz*)                                      156.20
Wola   LXXXVI Liceum Ogólnokształcące im. Batalionu "Zośka"          1a           1a [O] hist-ang-pol (ang-fra,hisz)                                      132.85
Wola   LXXXVI Liceum Ogólnokształcące im. Batalionu "Zośka"          1b           1b [O] fiz-ang-mat (ang-hisz*)                                          134.60
Wola   LXXXVI Liceum Ogólnokształcące im. Batalionu "Zośka"          1c           1c [O] geogr-ang-mat (ang-niem,hisz)                                    138.20
Wola   LXXXVI Liceum Ogólnokształcące im. Batalionu "Zośka"          1d           1d [O] biol-chem-ang (ang-hisz,ros)                                     134.15
Wola   LXXXVIII Liceum Ogólnokształcące im. Michała Konarskiego      1LA          1LA [O] ang-mat (ang-niem)                                              109.20
Wola   LXXXVIII Liceum Ogólnokształcące im. Michała Konarskiego      1LB          1LB [MU] ang-wos (ang-niem)                                             57.00
Wola   LXXXVIII Liceum Ogólnokształcące im. Michała Konarskiego      1LC          1LC [MU] geogr-ang (ang-niem)                                           38.50
Wola   Technikum Budowlane nr 5 im. prof. Stefana Bryły              1at          1at [O] Technik budownictwa (ang-niem)                                  35.95
Wola   Technikum Budowlane nr 5 im. prof. Stefana Bryły              1kt          1kt [O] Technik architektury krajobrazu (ang-niem)                      43.45
Wola   Technikum Budowlane nr 5 im. prof. Stefana Bryły              1st          1st [O] Technik urządzeń i systemów energetyki odnawialnej (ang-niem)   52.40
Wola   Technikum Budowlane nr 5 im. prof. Stefana Bryły              1wt          1wt [O] Technik robót wykończeniowych w budownictwie (ang-niem)         54.00
Wola   Technikum Elektroniczne nr 1                                  1A           1A [O] Technik elektronik (ang-niem*)                                   147.45
Wola   Technikum Elektroniczne nr 1                                  1B           1B [O] Technik mechatronik (ang-niem*)                                  159.65
Wola   Technikum Elektroniczne nr 1                                  1C           1C [O] Technik programista (ang-niem*)                                  155.10
Wola   Technikum Elektroniczne nr 1                                  1DEF         1DEF [O] Technik informatyk (ang-niem*)                                 125.75
Wola   Technikum Fototechniczne                                      1CAN         1CAN [O] Technik fotografii i multimediów (ang-niem)                    116.60
Wola   Technikum Fototechniczne                                      1TA,B        1TA,B [O] Technik fotografii i multimediów (ang-niem)                   80.30
Wola   Technikum Fototechniczne                                      1TF          1TF [O] Technik fotografii i multimediów (ang-niem)                     103.50
Wola   Technikum nr 23 im. Fryderyka Skarbka                         1Ta          1Ta [O] Technik ortopeda (ang-niem)                                     66.55
Wola   Technikum nr 23 im. Fryderyka Skarbka                         1Tb          1Tb [O] Technik ortopeda (ang-hisz)                                     88.95
Wola   Technikum nr 26                                               1TH          1TH [O] Technik hotelarstwa (ang-niem)                                  50.30
Wola   Technikum nr 26                                               1TŻ          1TŻ [O] Technik żywienia i usług gastronomicznych (ang-niem)            23.95
Wola   Technikum nr 29                                               1RA/1RB      1RA/1RB [O] Technik reklamy (ang-fra,niem,ros)                          29.80
